id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
8278,Loft elegante y tranquilo en el centro de Madrid con garaje,151899109,Vicente,Arganzuela,Palos de Moguer,40.40483,-3.69701,Entire home/apt,80,2,64,9/15/2019,2.69,1,126
8279,THE SIBARIST CASA PICASSO - FENG SHUI,5496901,Silvia,Centro,Embajadores,40.41159,-3.70305,Entire home/apt,350,3,31,9/11/2019,1.37,5,92
8280,Apto en el centrico y pintoresco barrio d lavapies,146581057,Lina,Centro,Embajadores,40.40818,-3.6993,Entire home/apt,200,13,25,6/25/2018,1.07,1,180
8281,Cozy room in Malasaa,106366241,Andi,Centro,Justicia,40.42739,-3.7005,Private room,30,1,51,7/10/2019,2.14,2,50
8282,"Super Prime Location ""Sol&Mayor""- 2BR+Netflix",151996234,Lior Edy,Centro,Sol,40.41657,-3.70499,Entire home/apt,128,3,31,6/29/2019,1.36,1,135
8283,Habitacin en acogedor apartamento cntrico,4294079,Patri,Ciudad Lineal,Quintana,40.43339,-3.6532,Private room,18,1,0,,,1,0
8284,CENTER! Walk everywhere! AFORDABLE apt city center,152005152,Javier,Centro,Embajadores,40.40919,-3.70594,Entire home/apt,50,3,69,8/31/2019,2.9,1,276
8285,APTO LUJOSO CALLE MAYOR,152005637,Jesus,Centro,Palacio,40.41625,-3.70924,Entire home/apt,115,1,56,8/30/2019,2.33,1,252
8286,Luar,150993443,Maru,Centro,Embajadores,40.40687,-3.70988,Private room,30,1,129,9/4/2019,5.41,3,18
8287,Cozy nice apartment/ Lindo apartamento.,133438319,Carmen,Puente de Vallecas,Numancia,40.39962,-3.66745,Entire home/apt,60,2,2,4/29/2018,0.08,1,0
8288,***CENTRAL***STUDIO HEART of MADRID. YELLOW.,148208639,Mezzanine,Centro,Embajadores,40.4103,-3.69841,Entire home/apt,71,2,58,9/4/2019,2.44,2,241
8289,Exterior Studio + Balcony + Center GRAN VA,7059146,Diego,Centro,Justicia,40.42125,-3.69998,Entire home/apt,75,2,166,9/11/2019,6.99,1,126
8290,Precioso piso cntrico al lado de la calle Alcal,63576984,Inverproperty,Ciudad Lineal,Quintana,40.4365,-3.64423,Entire home/apt,55,2,25,4/19/2019,1.05,2,171
8291,La Latina Vintage & Cozy apartment,120664285,Teresa Y Marisol,Centro,Embajadores,40.40663,-3.7084,Entire home/apt,91,4,55,9/16/2019,2.35,6,141
8292,great flat in the heart of Madrid!!//Madrid centro,66691960,Carlos,Centro,Universidad,40.42354,-3.70513,Entire home/apt,113,2,5,4/29/2018,0.23,6,0
8293,ESTUDIO ECONMICO EN EL CORAZN DE CHAMBER.,71251019,Pilar,Chamber,Trafalgar,40.43518,-3.70132,Entire home/apt,29,2,30,7/15/2018,1.26,1,0
8294,"Habit, individual, Metro: Mirasierra y Lacoma",139417722,Jose Oscar,Fuencarral - El Pardo,Mirasierra,40.49155,-3.722,Private room,26,3,7,6/2/2019,0.29,4,292
8295,"ATOCHA MINUTES AWAY FROM SOL,  WIFI AC ALL HOME",152101594,Monica Y Marta,Centro,Cortes,40.41491,-3.70091,Entire home/apt,59,2,34,9/14/2019,1.43,1,48
8296,Habitacin Atocha y Parque del Retiro,100909442,Mara J.,Retiro,Pacfico,40.40499,-3.67861,Private room,18,1,32,9/5/2019,1.37,2,54
8297,Plum in Madrid!!! The Whole apartment just for you,10414510,Azucena,Centro,Universidad,40.42749,-3.7064,Entire home/apt,60,2,37,8/16/2019,1.71,1,317
8298,Plaza Espaa - cozy and relaxing loft,42495415,Oswaldo,Moncloa - Aravaca,Argelles,40.42428,-3.71466,Entire home/apt,50,1,104,9/12/2019,4.5,2,209
8299,Apartamento Centro Madrid,28341548,Nadia,Centro,Embajadores,40.40742,-3.7078,Private room,40,2,5,11/19/2017,0.21,1,0
8300,UPSCALE LUXURY LOFT IN MADRID CENTER-  ALMAGRO,62150493,Jorge,Chamber,Almagro,40.4314,-3.69387,Private room,60,3,20,4/5/2019,0.89,3,18
8301,Dos balcones luminosos,16311571,Isidro,Centro,Embajadores,40.41027,-3.70289,Entire home/apt,60,5,61,9/18/2019,2.55,2,312
8302,Habit. individual. zona Museos.Reserva inmediata.,7400564,Ara,Centro,Embajadores,40.40708,-3.69862,Private room,25,2,78,9/15/2019,3.26,2,351
8303,Apartment close to Wanda Metropolitano,93909471,Javier,San Blas - Canillejas,Canillejas,40.44794,-3.61272,Entire home/apt,250,1,0,,,1,0
8304,Gran Va / Chueca - exclusive & central,15682206,Daniel,Centro,Justicia,40.42406,-3.70018,Entire home/apt,120,2,70,9/8/2019,3.58,1,38
8305,"Piso amplio, centrico Madrid con plaza de garaje",30782142,Eva,Fuencarral - El Pardo,Peagrande,40.48135,-3.71748,Entire home/apt,80,4,30,8/23/2019,1.29,1,312
8306,DOBO ROOMS GRAN VIA 3,133056146,Dobo Rooms,Centro,Palacio,40.42146,-3.71033,Entire home/apt,509,1,12,7/26/2019,0.52,28,345
8307,Ever House IFEMA - Mar de Cristal,7145793,Miguel Angel,Hortaleza,Pinar del Rey,40.47145,-3.63625,Entire home/apt,60,3,31,9/2/2019,1.32,13,92
8308,Fantastic and familiar flat in MADRID RO,152332571,Bruno,Carabanchel,Comillas,40.3959,-3.71277,Entire home/apt,55,3,52,9/14/2019,2.26,1,118
8309,Bright & Cozy with Awesome views - City centre,152332928,Pilar,Centro,Embajadores,40.41158,-3.70711,Entire home/apt,94,2,60,9/6/2019,2.83,1,131
8310,Madrid - Executive Bright & Central with Parking,152352690,Santiago,Moncloa - Aravaca,Argelles,40.4345,-3.71907,Entire home/apt,88,2,70,9/12/2019,2.92,1,114
8311,"CASA ACOSTA. Palacio Real, Opera. WIFI",152360357,Miguel ngel,Centro,Palacio,40.41822,-3.71135,Entire home/apt,97,15,15,10/29/2018,0.64,1,16
8312,CASA EL ABUELO,115692223,Gloria,Carabanchel,San Isidro,40.39424,-3.73562,Entire home/apt,50,4,20,4/20/2019,0.89,2,24
8313,“TRIANGLE OF ART IN MADRID” I,41379943,Chus,Centro,Cortes,40.41473,-3.69484,Entire home/apt,98,4,12,4/26/2018,0.52,2,337
8314,CAMPERVAN RENTAL IN MADRID,50693214,Alfonso,Ciudad Lineal,Quintana,40.43806,-3.64252,Entire home/apt,95,2,4,5/27/2019,0.17,1,363
8315,Charming loft with terrase and views to the city,104415609,Cristina,Arganzuela,Delicias,40.39802,-3.69361,Entire home/apt,65,3,39,6/16/2019,1.65,1,59
8316,Bright & Spacious 2 BD 2BR IFEMA / AIRPORT + POOL,152436470,Pino.,Hortaleza,Palomas,40.45441,-3.61973,Entire home/apt,120,3,56,6/15/2019,2.36,1,140
8317,"La Latina, barrio de moda, habitacin matrimonio.",152442162,Roberto,Centro,Embajadores,40.40781,-3.70927,Private room,35,2,61,7/7/2019,2.56,1,81
8318,Plaza Mayor Mercado San Miguel City Center,54310958,Be Mate,Centro,Palacio,40.41576,-3.71117,Entire home/apt,120,2,18,7/1/2019,0.78,49,60
8319,Amazing 200 sqm modern apartment 2BD,152461346,Siavash,Centro,Palacio,40.42059,-3.70775,Entire home/apt,160,2,65,9/8/2019,2.74,1,117
8320,Torre Retiro City Center,54310958,Be Mate,Retiro,Nio Jess,40.41361,-3.67587,Entire home/apt,169,2,29,11/11/2018,1.23,49,0
8321,"""The Studio"": very bright and quiet penthouse",86106258,Aurora,Arganzuela,Acacias,40.40258,-3.70353,Entire home/apt,125,2,20,12/9/2018,0.84,1,0
8322,Apartamento en Madrid Centro y Palacio :),18372970,Pablo Y Jos,Centro,Palacio,40.413,-3.71688,Entire home/apt,59,1,140,9/7/2019,5.91,1,0
8323,Pradera de San Isidro 1 WIFI,108573127,Virginia,Carabanchel,San Isidro,40.39865,-3.73318,Entire home/apt,60,1,92,9/18/2019,4.21,3,37
8324,"Cozy Room At PUERTA DEL SOL, Madrid",13866447,Jaime,Centro,Sol,40.41771,-3.70403,Private room,200,1,0,,,2,0
8325,"Amazing new flat in La Latina, perfect for groups",51564174,lvaro & Tatiana,Centro,Embajadores,40.41069,-3.70291,Hotel room,64,2,83,9/4/2019,3.49,42,217
8326,Apartamento cntrico y bien comunicado. WIFI,115511482,Alfonso,Centro,Embajadores,40.40642,-3.70058,Entire home/apt,39,2,113,9/18/2019,4.95,4,73
8327,"TERRACE, CENTER, LOCATION",152670340,Ali,Centro,Justicia,40.42364,-3.69977,Entire home/apt,69,1,157,9/16/2019,6.57,1,313
8328,PERFECT COZY APARTMENT!!,29617574,Azahara,Viclvaro,Casco Histrico de Viclvaro,40.40237,-3.61227,Entire home/apt,30,30,1,5/17/2018,0.06,3,78
8329,美洁家华人旅馆-Madrid,23444591,熙,Usera,Moscard,40.3865,-3.70713,Private room,43,1,32,7/7/2019,1.35,5,350
8330,Preciosa buhardilla junto a la Gran Va de Madrid,4036376,Ana,Centro,Palacio,40.42271,-3.71026,Entire home/apt,120,1,4,11/12/2017,0.17,3,176
8331,Clara Del Rey,93989668,Angline,Chamartn,Prosperidad,40.44187,-3.66955,Shared room,30,1,1,10/13/2017,0.04,1,0
8332,Estudio con encanto en el centro de Madrid,152145070,Isabel,Chamber,Arapiles,40.43454,-3.71083,Entire home/apt,40,1,37,8/6/2019,1.55,3,19
8333,Super Prime Location-Stunning 3BR Apt-  AC&TVS,152806944,Casa Mia,Centro,Embajadores,40.40961,-3.70274,Entire home/apt,178,3,33,7/16/2019,1.48,1,339
8334,Amazing Loft in the Centre + Big ROOFTOP TERRACE,7280945,Tobias,Centro,Sol,40.41726,-3.70043,Entire home/apt,149,2,24,8/18/2019,1.42,1,9
8335,Accommodation in Barajas- Airport- IFEMA,137816509,Constanza,Barajas,Casco Histrico de Barajas,40.4717,-3.58028,Private room,28,1,130,9/15/2019,5.57,2,311
8336,Nice place for short stays,147806949,Erica,Puente de Vallecas,Entrevas,40.38191,-3.67155,Shared room,12,1,135,9/4/2019,5.7,2,77
8337,The cosy room - 20min from the center,138397676,Piotr,Puente de Vallecas,Palomeras Bajas,40.38865,-3.6556,Private room,9,1,0,,,2,0
8338,Acogedora HABITACION PRIVADA.,23973262,Gastn,Hortaleza,Pinar del Rey,40.47095,-3.65267,Private room,26,1,57,9/16/2019,2.44,1,63
8339,Acogedor piso en la Latina junto a Plaza mayor,121825815,Laren,Centro,Palacio,40.41355,-3.70969,Entire home/apt,70,2,66,9/16/2019,3.47,4,57
8340,Habitacin individual,1305190,Catherine,Fuencarral - El Pardo,Peagrande,40.47985,-3.72577,Private room,32,2,7,9/13/2019,0.29,8,334
